,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
222,ADDRESS,NYPD,New York City Police Department,4033720001,QUEENS,,,,RIDGEWOOD,,05 QUEENS,Noise - Commercial,2019-06-14T01:51:37.000,GRANDVIEW AVENUE,BEND,Banging/Pounding,2019-06-14T09:51:37.000,Precinct,2101 MENAHAN STREET,11385,,,,40.70899660647927,"{'type': 'Point', 'coordinates': [-73.90613661476, 40.708996606479]}",Store/Commercial,-73.90613661475989,MOBILE,QUEENS,Unspecified,2019-06-14T02:08:08.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,MENAHAN STREET,,42960415,1010273,197597
223,ADDRESS,NYPD,New York City Police Department,1008790027,MANHATTAN,,,,NEW YORK,,06 MANHATTAN,Noise - Residential,2019-06-14T01:51:43.000,LEXINGTON AVENUE,3 AVENUE,Banging/Pounding,2019-06-14T09:51:43.000,Precinct,145 EAST 23 STREET,10010,,,,40.739341420550296,"{'type': 'Point', 'coordinates': [-73.984324321949, 40.73934142055]}",Residential Building/House,-73.98432432194892,PHONE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,EAST 23 STREET,,42954803,988594,208639
224,ADDRESS,NYPD,New York City Police Department,3064960045,BROOKLYN,,,,BROOKLYN,,14 BROOKLYN,Blocked Driveway,2019-06-14T01:51:59.000,EAST 8 STREET,EAST 9 STREET,Partial Access,2019-06-14T09:51:59.000,Precinct,807 AVENUE H,11230,,,,40.62925918742543,"{'type': 'Point', 'coordinates': [-73.968754395468, 40.629259187425]}",Street/Sidewalk,-73.96875439546804,PHONE,BROOKLYN,Unspecified,2019-06-14T02:24:10.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,AVENUE H,,42957775,992923,168534
225,ADDRESS,NYPD,New York City Police Department,1021750113,MANHATTAN,,,,NEW YORK,,12 MANHATTAN,Illegal Parking,2019-06-14T01:52:22.000,BROADWAY,BEND,Blocked Hydrant,2019-06-14T09:52:22.000,Precinct,19 DONGAN PLACE,10040,,,,40.86333019283293,"{'type': 'Point', 'coordinates': [-73.92915077565, 40.863330192833]}",Street/Sidewalk,-73.92915077564976,ONLINE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,DONGAN PLACE,,42960072,1003847,253820
226,ADDRESS,NYPD,New York City Police Department,1020880038,MANHATTAN,,,,NEW YORK,,09 MANHATTAN,Noise - Street/Sidewalk,2019-06-14T01:52:22.000,BROADWAY,RIVERSIDE DRIVE,Loud Talking,2019-06-14T09:52:22.000,Precinct,610 WEST 141 STREET,10031,,,,40.82410396969219,"{'type': 'Point', 'coordinates': [-73.952840797026, 40.824103969692]}",Street/Sidewalk,-73.95284079702623,ONLINE,MANHATTAN,Unspecified,2019-06-14T02:03:03.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,WEST 141 STREET,,42957830,997302,239524
227,ADDRESS,NYPD,New York City Police Department,2025160051,BRONX,,,,BRONX,,04 BRONX,Noise - Vehicle,2019-06-14T01:52:59.000,WEST 167 STREET,WEST 168 STREET,Car/Truck Music,2019-06-14T09:52:59.000,Precinct,1181 NELSON AVENUE,10452,,,,40.83723137123519,"{'type': 'Point', 'coordinates': [-73.925705618784, 40.837231371235]}",Street/Sidewalk,-73.92570561878384,ONLINE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,NELSON AVENUE,,42960392,1004808,244312
228,ADDRESS,NYPD,New York City Police Department,3039480134,BROOKLYN,,,,BROOKLYN,2019-06-14T02:23:33.000,05 BROOKLYN,Illegal Parking,2019-06-14T01:54:31.000,HENDRIX STREET,SCHENCK AVENUE,Blocked Sidewalk,2019-06-14T09:54:31.000,Precinct,2825 ATLANTIC AVENUE,11207,,,,40.676684561723626,"{'type': 'Point', 'coordinates': [-73.889962325742, 40.676684561724]}",Street/Sidewalk,-73.88996232574223,MOBILE,BROOKLYN,Unspecified,2019-06-14T02:06:05.000,The Police Department issued a summons in response to the complaint.,,Closed,ATLANTIC AVENUE,,42954933,1014772,185830
229,ADDRESS,NYPD,New York City Police Department,3051160062,BROOKLYN,,,,BROOKLYN,,14 BROOKLYN,Derelict Vehicle,2019-06-14T01:54:38.000,ALBEMARLE ROAD,BEVERLEY ROAD,With License Plate,2019-06-14T09:54:38.000,Precinct,145 WESTMINSTER ROAD,11218,,,,40.64535442184109,"{'type': 'Point', 'coordinates': [-73.968040572521, 40.645354421841]}",Street/Sidewalk,-73.96804057252052,PHONE,BROOKLYN,Unspecified,2019-06-14T02:15:20.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,WESTMINSTER ROAD,,42957970,993119,174398
230,ADDRESS,NYPD,New York City Police Department,1021290021,MANHATTAN,,,,NEW YORK,,12 MANHATTAN,Noise - Street/Sidewalk,2019-06-14T01:55:23.000,AUDUBON AVENUE,ST NICHOLAS AVENUE,Loud Talking,2019-06-14T09:55:23.000,Precinct,551 WEST 172 STREET,10032,,,,40.84307056405581,"{'type': 'Point', 'coordinates': [-73.936932060231, 40.843070564056]}",Street/Sidewalk,-73.93693206023072,MOBILE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,WEST 172 STREET,,42956591,1001700,246437
231,ADDRESS,NYPD,New York City Police Department,1022480117,MANHATTAN,,,,NEW YORK,,12 MANHATTAN,Noise - Street/Sidewalk,2019-06-14T01:55:55.000,BEND,BEND,Loud Talking,2019-06-14T09:55:55.000,Precinct,159 PAYSON AVENUE,10034,,,,40.868868784170196,"{'type': 'Point', 'coordinates': [-73.924495197927, 40.86886878417]}",Street/Sidewalk,-73.9244951979271,PHONE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,PAYSON AVENUE,,42957846,1005133,255839
232,ADDRESS,DSNY,Department of Sanitation,4001310007,QUEENS,,,,Woodside,,02 QUEENS,Request Large Bulky Item Collection,2019-06-14T01:56:00.000,SKILLMAN AVENUE,43 AVENUE,Request Large Bulky Item Collection,,N/A,41-35 50 STREET,11377,,,,40.745851381123025,"{'type': 'Point', 'coordinates': [-73.91434915338, 40.745851381123]}",Sidewalk,-73.91434915337972,PHONE,QUEENS,Unspecified,2019-06-18T00:00:00.000,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,,Assigned,50 STREET,,42963622,1007983,211022
233,ADDRESS,NYPD,New York City Police Department,2025150009,BRONX,,,,BRONX,,04 BRONX,Noise - Vehicle,2019-06-14T01:57:24.000,WEST 167 STREET,WEST 168 STREET,Car/Truck Music,2019-06-14T09:57:24.000,Precinct,1196 NELSON AVENUE,10452,,,,40.837489243351214,"{'type': 'Point', 'coordinates': [-73.925502952055, 40.837489243351]}",Street/Sidewalk,-73.9255029520553,ONLINE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,NELSON AVENUE,,42960391,1004864,244406
234,INTERSECTION,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,,09 BROOKLYN,Illegal Parking,2019-06-14T01:57:36.000,,,Overnight Commercial Storage,2019-06-14T09:57:36.000,Precinct,,11225,EMPIRE BOULEVARD,FRANKLIN AVENUE,,40.663302991200766,"{'type': 'Point', 'coordinates': [-73.96061397739, 40.663302991201]}",Street/Sidewalk,-73.96061397738974,ONLINE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,,,42954865,995177,180938
235,ADDRESS,NYPD,New York City Police Department,3080800021,BROOKLYN,,,,BROOKLYN,,18 BROOKLYN,Illegal Parking,2019-06-14T01:59:51.000,AVENUE M,AVENUE N,Blocked Hydrant,2019-06-14T09:59:51.000,Precinct,1341 EAST 89 STREET,11236,,,,40.632479570563014,"{'type': 'Point', 'coordinates': [-73.898645919401, 40.632479570563]}",Street/Sidewalk,-73.89864591940137,MOBILE,BROOKLYN,Unspecified,2019-06-14T02:06:06.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,EAST 89 STREET,,42962770,1012382,169722
236,INTERSECTION,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,,10 BROOKLYN,Traffic,2019-06-14T02:00:57.000,,,Truck Route Violation,2019-06-14T10:00:57.000,Precinct,,11228,85 STREET,14 AVENUE,,40.613340363275306,"{'type': 'Point', 'coordinates': [-74.011086248669, 40.613340363275]}",Street/Sidewalk,-74.01108624866866,ONLINE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,,,42964182,981172,162733
237,ADDRESS,DSNY,Department of Sanitation,3033820017,BROOKLYN,,,,BROOKLYN,,04 BROOKLYN,Request Large Bulky Item Collection,2019-06-14T02:01:00.000,EVERGREEN AVENUE,CENTRAL AVENUE,Request Large Bulky Item Collection,,N/A,130 CORNELIA STREET,11221,,,,40.690731558593136,"{'type': 'Point', 'coordinates': [-73.914978881129, 40.690731558593]}",Sidewalk,-73.91497888112865,PHONE,BROOKLYN,Unspecified,2019-06-17T00:00:00.000,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,,Assigned,CORNELIA STREET,,42958353,1007828,190940
238,ADDRESS,NYPD,New York City Police Department,2025160051,BRONX,,,,BRONX,,04 BRONX,Noise - Vehicle,2019-06-14T02:03:46.000,WEST 167 STREET,WEST 168 STREET,Car/Truck Music,2019-06-14T10:03:46.000,Precinct,1181 NELSON AVENUE,10452,,,,40.83723137123519,"{'type': 'Point', 'coordinates': [-73.925705618784, 40.837231371235]}",Street/Sidewalk,-73.92570561878384,ONLINE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,NELSON AVENUE,,42955244,1004808,244312
239,INTERSECTION,NYPD,New York City Police Department,,QUEENS,,,,WOODSIDE,,01 QUEENS,Illegal Parking,2019-06-14T02:04:02.000,,,Commercial Overnight Parking,2019-06-14T10:04:02.000,Precinct,,11377,28 AVENUE,56 PLACE,,40.76128028611614,"{'type': 'Point', 'coordinates': [-73.90472731926, 40.761280286116]}",Street/Sidewalk,-73.90472731925975,ONLINE,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,,,42957469,1010643,216646
240,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,,,,NEW YORK,,03 MANHATTAN,Noise - Street/Sidewalk,2019-06-14T02:06:22.000,,,Loud Music/Party,2019-06-14T10:06:22.000,Precinct,,10002,AVENUE A,EAST HOUSTON STREET,,40.722241846649354,"{'type': 'Point', 'coordinates': [-73.986287300978, 40.722241846649]}",Street/Sidewalk,-73.98628730097782,PHONE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,,,42955280,988051,202409
241,ADDRESS,NYPD,New York City Police Department,2032630172,BRONX,,,,BRONX,,08 BRONX,Noise - Residential,2019-06-14T02:08:35.000,CANNON PLACE,BEND,Loud Music/Party,2019-06-14T10:08:35.000,Precinct,3840 ORLOFF AVENUE,10463,,,,40.8835944220052,"{'type': 'Point', 'coordinates': [-73.896628475904, 40.883594422005]}",Residential Building/House,-73.89662847590374,PHONE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,ORLOFF AVENUE,,42960653,1012834,261212
242,ADDRESS,NYPD,New York City Police Department,3059050045,BROOKLYN,,,,BROOKLYN,,10 BROOKLYN,Noise - Vehicle,2019-06-14T02:10:43.000,72 STREET,73 STREET,Engine Idling,2019-06-14T10:10:43.000,Precinct,7218 COLONIAL ROAD,11209,,,,40.634605714703525,"{'type': 'Point', 'coordinates': [-74.03240464458, 40.634605714704]}",Street/Sidewalk,-74.03240464458018,ONLINE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,COLONIAL ROAD,,42956090,975256,170482
243,ADDRESS,NYPD,New York City Police Department,3009230056,BROOKLYN,,,,BROOKLYN,,12 BROOKLYN,Noise - Residential,2019-06-14T02:11:23.000,8 AVENUE,9 AVENUE,Banging/Pounding,2019-06-14T10:11:23.000,Precinct,849 42 STREET,11232,,,,40.6449471267718,"{'type': 'Point', 'coordinates': [-73.997953225437, 40.644947126772]}",Residential Building/House,-73.99795322543724,PHONE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,42 STREET,,42956107,984818,174248
244,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,,03 BROOKLYN,Rodent,2019-06-14T02:13:29.000,,,Condition Attracting Rodents,2019-07-14T02:13:29.000,N/A,821 HALSEY STREET,11233,,,,40.6854924346347,"{'type': 'Point', 'coordinates': [-73.919698170472, 40.685492434635]}",3+ Family Apt. Building,-73.91969817047223,MOBILE,BROOKLYN,Unspecified,2019-06-14T02:16:21.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Pending,HALSEY STREET,,42962624,1006521,189030
245,ADDRESS,DSNY,Department of Sanitation,5005750014,STATEN ISLAND,,,,STATEN ISLAND,,01 STATEN ISLAND,Electronics Waste,2019-06-14T02:15:00.000,PIKE STREET,JERSEY STREET,missed collection for E-waste,,N/A,220 VICTORY BOULEVARD,10301,,,,40.63595259480862,"{'type': 'Point', 'coordinates': [-74.083171448581, 40.635952594809]}",Sidewalk,-74.08317144858128,PHONE,STATEN ISLAND,Unspecified,,The Department of Sanitation is in the process of investigating this complaint.,,Open,VICTORY BOULEVARD,,42963739,961166,170982
