,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
2139,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,,2019-01-18T10:38:00.000,Unspecified BRONX,Street Light Condition,2019-01-18T10:38:00.000,,,Street Light Out,,N/A,,,GRAND CONCOURSE,204 ST E,,,,,UNKNOWN,BRONX,Unspecified,2019-01-18T02:15:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,41462838,,,
2140,ADDRESS,DSNY,Department of Sanitation,4019410154,QUEENS,,,,Corona,2019-01-23T00:00:00.000,04 QUEENS,Request Large Bulky Item Collection,2019-01-18T10:38:00.000,102 STREET,103 STREET,Request Large Bulky Item Collection,,N/A,102-10 LEWIS AVENUE,11368,,,40.74092716464373,"{'type': 'Point', 'coordinates': [-73.858540177598, 40.740927164644]}",Sidewalk,-73.85854017759763,PHONE,QUEENS,Unspecified,2019-01-23T00:00:00.000,,,Closed,LEWIS AVENUE,,,41456466,,1023450,209248
2141,ADDRESS,DSNY,BCC - Queens West,4033770014,QUEENS,,,,Ridgewood,2019-01-18T12:00:00.000,05 QUEENS,Derelict Vehicles,2019-01-18T10:38:00.000,WOODWARD AVENUE,BEND,14 Derelict Vehicles,,DSNY Garage,1948 TROUTMAN STREET,11385,,,40.71268540352155,"{'type': 'Point', 'coordinates': [-73.916617376818, 40.712685403522]}",Street,-73.91661737681778,MOBILE,QUEENS,Unspecified,2019-01-18T10:38:00.000,The Department of Sanitation removed the items.,,Pending,TROUTMAN STREET,,,41459100,,1007366,198938
2142,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,,BROOKLYN,2019-01-18T10:38:00.000,11 BROOKLYN,Street Light Condition,2019-01-18T10:38:00.000,,,Street Light Out,,N/A,,11228,15 AVENUE,83 STREET,40.61312928938352,"{'type': 'Point', 'coordinates': [-74.007722170876, 40.613129289384]}",,-74.00772217087648,UNKNOWN,BROOKLYN,Unspecified,2019-01-17T10:38:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,41459105,,982106,162656
2143,ADDRESS,DOF,External Affairs Unit,3027530022,BROOKLYN,,,,BROOKLYN,2019-02-27T14:39:06.000,01 BROOKLYN,DOF Property - Payment Issue,2019-01-18T10:38:21.000,CONSELYEA STREET,SKILLMAN AVENUE,Payment Not Posted,2019-02-12T10:36:34.000,N/A,341 MANHATTAN AVENUE,11211,,,40.71567016294785,"{'type': 'Point', 'coordinates': [-73.946298122971, 40.715670162948]}",Property Address,-73.94629812297141,PHONE,BROOKLYN,Unspecified,2019-02-27T14:39:06.000,See notes.,,Closed,MANHATTAN AVENUE,,,41455281,,999137,200019
2144,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,,Little Neck,2019-01-22T09:30:00.000,11 QUEENS,Street Condition,2019-01-18T10:38:39.000,,,Pothole,,N/A,,11363,245 STREET,NORTHERN BOULEVARD,40.76570618454961,"{'type': 'Point', 'coordinates': [-73.741259379126, 40.76570618455]}",,-73.74125937912581,UNKNOWN,QUEENS,Unspecified,2019-01-22T09:30:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,,41455852,,1055923,218350
2145,INTERSECTION,DSNY,A - Brooklyn,,BROOKLYN,,,,BROOKLYN,2019-01-22T12:00:00.000,01 BROOKLYN,Dirty Conditions,2019-01-18T10:39:00.000,,,E3 Dirty Sidewalk,,N/A,,11211,KEAP STREET,SOUTH 5 STREET,40.70826582605751,"{'type': 'Point', 'coordinates': [-73.955119351109, 40.708265826058]}",Sidewalk,-73.95511935110852,PHONE,BROOKLYN,Unspecified,2019-01-22T12:00:00.000,The Department of Sanitation investigated this complaint and found no violation at the location.,,Closed,,,,41459652,,996693,197320
2146,ADDRESS,DSNY,A - Brooklyn,3059750136,BROOKLYN,,,,BROOKLYN,2019-01-19T12:00:00.000,10 BROOKLYN,Dirty Conditions,2019-01-18T10:39:00.000,PEDESTRIAN OVERPASS,82 STREET,E3 Dirty Sidewalk,,N/A,8121 SHORE ROAD,11209,,,40.62958306347737,"{'type': 'Point', 'coordinates': [-74.040119075917, 40.629583063477]}",Sidewalk,-74.0401190759166,ONLINE,BROOKLYN,Unspecified,2019-01-19T12:00:00.000,The Department of Sanitation investigated this complaint and found no violation at the location.,,Closed,SHORE ROAD,,,41460159,,973114,168653
2147,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,BRONX,2019-01-18T10:39:00.000,09 BRONX,Street Light Condition,2019-01-18T10:39:00.000,,,Street Light Out,,N/A,,10462,WHITE PLAINS ROAD,WOOD AVENUE,40.83553003552484,"{'type': 'Point', 'coordinates': [-73.863156231235, 40.835530035525]}",,-73.86315623123548,UNKNOWN,BRONX,Unspecified,2019-01-17T23:40:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,41460624,,1022117,243713
2148,ADDRESS,DOF,Land Records,1009177501,MANHATTAN,,,,NEW YORK,2019-01-18T12:02:05.000,06 MANHATTAN,DOF Property - Update Account,2019-01-18T10:39:11.000,,,Billing Name Incorrect,2019-01-28T10:39:11.000,N/A,,10016,,,,,Property Address,,PHONE,MANHATTAN,Unspecified,2019-01-18T12:02:05.000,See notes.,,Closed,,,,41455574,,,
2149,ADDRESS,NYPD,New York City Police Department,4035700070,QUEENS,,,,RIDGEWOOD,2019-01-18T12:19:34.000,05 QUEENS,Blocked Driveway,2019-01-18T10:39:23.000,CYPRESS AVENUE,60 STREET,No Access,2019-01-18T18:39:23.000,Precinct,58-25 79 AVENUE,11385,,,40.694919402609905,"{'type': 'Point', 'coordinates': [-73.897321293275, 40.69491940261]}",Street/Sidewalk,-73.89732129327477,PHONE,QUEENS,Unspecified,2019-01-18T12:19:34.000,The Police Department issued a summons in response to the complaint.,,Closed,79 AVENUE,,,41455967,,1012723,192471
2150,ADDRESS,NYPD,New York City Police Department,1022150465,MANHATTAN,,,,NEW YORK,2019-01-18T12:39:59.000,08 BRONX,Noise - Residential,2019-01-18T10:39:24.000,WEST 225 STREET,MARBLE HILL LANE,Banging/Pounding,2019-01-18T18:39:24.000,Precinct,1 MARBLE HILL AVENUE,10463,,,40.87486169319855,"{'type': 'Point', 'coordinates': [-73.910845458848, 40.874861693199]}",Residential Building/House,-73.91084545884848,MOBILE,MANHATTAN,Unspecified,2019-01-18T12:39:59.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,MARBLE HILL AVENUE,,,41456373,,1008906,258026
2151,ADDRESS,DSNY,A - Brooklyn,3059750188,BROOKLYN,,,,BROOKLYN,2019-01-19T12:00:00.000,10 BROOKLYN,Dirty Conditions,2019-01-18T10:40:00.000,PEDESTRIAN OVERPASS,82 STREET,E3 Dirty Sidewalk,,N/A,8107 SHORE ROAD,11209,,,40.629637959252655,"{'type': 'Point', 'coordinates': [-74.040119108917, 40.629637959253]}",Sidewalk,-74.04011910891651,ONLINE,BROOKLYN,Unspecified,2019-01-19T12:00:00.000,The Department of Sanitation investigated this complaint and found no violation at the location.,,Closed,SHORE ROAD,,,41456134,,973114,168673
2152,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,BRONX,2019-01-18T10:40:00.000,09 BRONX,Street Light Condition,2019-01-18T10:40:00.000,,,Fixture/Luminaire Out Of Position,,N/A,,10460,ARCHER STREET,TAYLOR AVENUE,40.83758686876374,"{'type': 'Point', 'coordinates': [-73.866386454141, 40.837586868764]}",,-73.86638645414115,UNKNOWN,BRONX,Unspecified,2019-01-18T00:15:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,41458194,,1021222,244461
2153,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,BRONX,2019-01-18T10:40:00.000,09 BRONX,Street Light Condition,2019-01-18T10:40:00.000,,,Fixture/Luminaire Out Of Position,,N/A,,10462,MC GRAW AVENUE,METROPOLITAN AVENUE,40.834597012703064,"{'type': 'Point', 'coordinates': [-73.861011581346, 40.834597012703]}",,-73.86101158134569,UNKNOWN,BRONX,Unspecified,2019-01-18T00:55:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,41458202,,1022711,243374
2154,ADDRESS,DSNY,BCC - Manhattan,1021360020,MANHATTAN,,,,NEW YORK,2019-01-18T12:00:00.000,12 MANHATTAN,Missed Collection (All Materials),2019-01-18T10:40:00.000,BEND,WEST 160 STREET,1RG Missed Recycling Paper,,DSNY Garage,838 RIVERSIDE DRIVE,10032,,,40.83588396825875,"{'type': 'Point', 'coordinates': [-73.945875846392, 40.835883968259]}",Sidewalk,-73.9458758463922,PHONE,MANHATTAN,Unspecified,2019-01-18T12:00:00.000,The Department of Sanitation investigated this complaint and found no condition at the location.,,Closed,RIVERSIDE DRIVE,,,41459764,,999227,243817
2155,INTERSECTION,DEP,Department of Environmental Protection,,MANHATTAN,,,,NEW YORK,2019-01-18T12:20:00.000,04 MANHATTAN,Industrial Waste,2019-01-18T10:40:00.000,,,Oil Spill Into Basin/Sewer - Large (IABL),,N/A,,10018,WEST 39 STREET,8 AVENUE,40.755330310892106,"{'type': 'Point', 'coordinates': [-73.991178509921, 40.755330310892]}",,-73.9911785099207,OTHER,MANHATTAN,Unspecified,2019-01-18T12:20:00.000,The Department of Environmental Protection investigated the complaint and issued a violation or order.,,Closed,,,,41461595,,986694,214464
2156,ADDRESS,DSNY,BCC - Queens West,4033200011,QUEENS,,,,Richmond Hill,2019-01-18T12:00:00.000,09 QUEENS,Missed Collection (All Materials),2019-01-18T10:40:00.000,GROSVENOR ROAD,METROPOLITAN AVENUE,2 Bulk-Missed Collection,,DSNY Garage,116-40 PARK LN SOUTH,11418,,,40.70780268913179,"{'type': 'Point', 'coordinates': [-73.837239710115, 40.707802689132]}",Sidewalk,-73.83723971011506,PHONE,QUEENS,Unspecified,2019-01-18T12:00:00.000,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted because the items contained mixed materials and/or possible trade (commercial) waste.,,Closed,PARK LN SOUTH,,,41462862,,1029375,197190
2157,ADDRESS,NYPD,New York City Police Department,1015610037,MANHATTAN,,,,NEW YORK,2019-01-18T12:02:04.000,08 MANHATTAN,Illegal Parking,2019-01-18T10:40:10.000,1 AVENUE,YORK AVENUE,Posted Parking Sign Violation,2019-01-18T18:40:10.000,Precinct,408 EAST 82 STREET,10028,,,40.774088689227696,"{'type': 'Point', 'coordinates': [-73.950800199213, 40.774088689228]}",Street/Sidewalk,-73.95080019921258,PHONE,MANHATTAN,Unspecified,2019-01-18T12:02:04.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,EAST 82 STREET,,,41460354,,997877,221302
2158,ADDRESS,NYPD,New York City Police Department,2036710019,BRONX,,,,BRONX,2019-01-18T14:13:05.000,09 BRONX,Noise - Commercial,2019-01-18T10:40:23.000,BOLTON AVENUE,WHITE PLAINS ROAD,Banging/Pounding,2019-01-18T18:40:23.000,Precinct,1896 BRUCKNER BOULEVARD,10473,,,40.82553823282987,"{'type': 'Point', 'coordinates': [-73.860007950299, 40.82553823283]}",Store/Commercial,-73.86000795029855,MOBILE,BRONX,Unspecified,2019-01-18T14:13:05.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,BRUCKNER BOULEVARD,,,41456753,,1022994,240074
2159,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,,BROOKLYN,2019-01-24T07:14:05.000,11 BROOKLYN,Street Sign - Dangling,2019-01-18T10:40:23.000,,,Stop,2019-01-25T18:14:42.000,N/A,,11219,15 AVENUE,61 STREET,40.62546178587242,"{'type': 'Point', 'coordinates': [-73.994891762313, 40.625461785872]}",Street,-73.99489176231276,PHONE,BROOKLYN,Unspecified,2019-01-24T07:14:05.000,The Department of Transportation has completed the request or corrected the condition.,,Closed,,,,41460868,,985668,167149
2160,ADDRESS,DCA,Department of Consumer Affairs,3001457501,BROOKLYN,,,,BROOKLYN,2019-01-22T12:34:01.000,02 BROOKLYN,Consumer Complaint,2019-01-18T10:40:33.000,BRIDGE STREET,HOYT STREET,Overcharge,2019-01-22T10:40:33.000,N/A,503 FULTON STREET,11201,,,40.69058359516804,"{'type': 'Point', 'coordinates': [-73.985136304142, 40.690583595168]}",,-73.98513630414176,PHONE,BROOKLYN,Unspecified,2019-01-22T12:34:01.000,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result, no city agency has the jurisdiction to act on the matter.",,Closed,FULTON STREET,,,41461888,,988372,190875
2161,ADDRESS,DEP,Department of Environmental Protection,1012710071,MANHATTAN,,,,NEW YORK,2019-02-11T14:00:00.000,05 MANHATTAN,Water System,2019-01-18T10:41:00.000,5 AVE,AVENUE OF THE AMERICAS,Excessive Water In Basement (WEFB),,N/A,1370 6 AVENUE,10019,,,40.763362292295575,"{'type': 'Point', 'coordinates': [-73.977373253551, 40.763362292296]}",,-73.9773732535506,PHONE,MANHATTAN,Unspecified,2019-02-11T14:00:00.000,"The Department of Environmental Protection has investigated this complaint and a leak, not a city issue, has been resolved by homeowner.",,Closed,6 AVENUE,,,41455482,,990518,217391
2162,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,BRONX,2019-01-18T10:41:00.000,09 BRONX,Street Light Condition,2019-01-18T10:41:00.000,,,Street Light Out,,N/A,,10462,STARLING AVENUE,PURDY STREET,40.83625615137052,"{'type': 'Point', 'coordinates': [-73.853223897642, 40.836256151371]}",,-73.85322389764211,UNKNOWN,BRONX,Unspecified,2019-01-18T01:40:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,41459277,,1024865,243982
2163,ADDRESS,DSNY,Department of Sanitation,5080230087,STATEN ISLAND,,,,STATEN ISLAND,2019-01-20T00:00:00.000,03 STATEN ISLAND,Request Large Bulky Item Collection,2019-01-18T10:41:00.000,ARTHUR KILL ROAD,CRAIG AVENUE,Request Large Bulky Item Collection,,N/A,170 WOOD AVENUE,10307,,,40.51317823083975,"{'type': 'Point', 'coordinates': [-74.244276831811, 40.51317823084]}",Sidewalk,-74.24427683181146,PHONE,STATEN ISLAND,Unspecified,2019-01-20T00:00:00.000,,,Closed,WOOD AVENUE,,,41460514,,916327,126336
2164,ADDRESS,NYPD,New York City Police Department,3089320610,BROOKLYN,,,,BROOKLYN,2019-01-18T12:47:06.000,15 BROOKLYN,Derelict Vehicle,2019-01-18T10:41:03.000,EVERETT AVENUE,DEVON AVENUE,With License Plate,2019-01-18T18:41:03.000,Precinct,39 BEVY COURT,11229,,,40.59317086991019,"{'type': 'Point', 'coordinates': [-73.926945748907, 40.59317086991]}",Street/Sidewalk,-73.92694574890736,PHONE,BROOKLYN,Unspecified,2019-01-18T12:47:06.000,This complaint does not fall under the Police Department's jurisdiction.,,Closed,BEVY COURT,,,41462058,,1004539,155393
2165,ADDRESS,DEP,Department of Environmental Protection,4094250055,QUEENS,,,,Ozone Park,2019-01-22T15:21:00.000,09 QUEENS,Lead,2019-01-18T10:42:00.000,101 AVE,103 AVE,Lead Kit Request (Residential) (L10),,N/A,101-35 107 STREET,11416,,,40.686157868296334,"{'type': 'Point', 'coordinates': [-73.835626704255, 40.686157868296]}",,-73.83562670425458,ONLINE,QUEENS,Unspecified,2019-01-22T15:21:00.000,The Department of Environmental Protection investigated this complaint and created a Service Request to have a Lead Test Kit sent to the complainant.,,Closed,107 STREET,,,41459466,,1029837,189305
2166,BLOCKFACE,DEP,Department of Environmental Protection,,MANHATTAN,,,,NEW YORK,2019-01-23T14:30:00.000,10 MANHATTAN,Noise,2019-01-18T10:42:00.000,5 AVENUE,LENOX AVENUE,Noise: Construction Equipment (NC1),,N/A,WEST  116 STREET,10026,,,,,,,PHONE,MANHATTAN,Unspecified,2019-01-23T14:30:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,WEST  116 STREET,,,41456608,,,
2167,ADDRESS,DSNY,Department of Sanitation,3028290036,BROOKLYN,,,,BROOKLYN,2019-01-24T00:00:00.000,01 BROOKLYN,Request Large Bulky Item Collection,2019-01-18T10:42:00.000,MONITOR STREET,KINGSLAND AVENUE,Request Large Bulky Item Collection,,N/A,93 HERBERT STREET,11222,,,40.72041344212827,"{'type': 'Point', 'coordinates': [-73.941355554957, 40.720413442128]}",Sidewalk,-73.9413555549572,PHONE,BROOKLYN,Unspecified,2019-01-24T00:00:00.000,,,Closed,HERBERT STREET,,,41460607,,1000506,201748
2168,INTERSECTION,DPR,Department of Parks and Recreation,,QUEENS,,,,CAMBRIA HEIGHTS,2019-01-18T11:20:31.000,13 QUEENS,Overgrown Tree/Branches,2019-01-18T10:42:04.000,,,Blocking Street,2019-02-17T10:42:04.000,N/A,,11411,116 AVENUE,218 STREET,40.69731976912833,"{'type': 'Point', 'coordinates': [-73.741012683489, 40.697319769128]}",Street,-73.74101268348939,PHONE,QUEENS,Unspecified,2019-01-18T11:20:31.000,The Department of Parks and Recreation has determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.,,Closed,,,,41460378,,1056065,193435
2169,ADDRESS,HPD,Department of Housing Preservation and Development,3048030059,BROOKLYN,,,,BROOKLYN,2019-01-20T02:07:55.000,09 BROOKLYN,HEAT/HOT WATER,2019-01-18T10:42:47.000,,,APARTMENT ONLY,,N/A,509 RUTLAND ROAD,11203,,,40.65981839511564,"{'type': 'Point', 'coordinates': [-73.943852527534, 40.659818395116]}",RESIDENTIAL BUILDING,-73.94385252753356,PHONE,BROOKLYN,Unspecified,2019-01-20T02:07:55.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,RUTLAND ROAD,,,41472184,,999828,179671
2170,ADDRESS,DSNY,BCC - Brooklyn North,3036240037,BROOKLYN,,,,BROOKLYN,2019-01-18T12:00:00.000,16 BROOKLYN,Derelict Vehicles,2019-01-18T10:43:00.000,BRISTOL STREET,CHESTER STREET,14 Derelict Vehicles,,DSNY Garage,132 LOTT AVENUE,11212,,,40.65775667450794,"{'type': 'Point', 'coordinates': [-73.908929859681, 40.657756674508]}",Street,-73.90892985968061,PHONE,BROOKLYN,Unspecified,2019-01-18T10:43:00.000,The Department of Sanitation removed the items.,,Pending,LOTT AVENUE,,,41458074,,1009518,178928
2171,ADDRESS,DEP,Department of Environmental Protection,3046710053,BROOKLYN,,,,BROOKLYN,2019-01-18T14:15:00.000,17 BROOKLYN,Sewer,2019-01-18T10:43:00.000,LENOX RD,WILLMOHR ST,Sewer Backup (Use Comments) (SA),,N/A,373 EAST   96 STREET,11212,,,40.65825227004856,"{'type': 'Point', 'coordinates': [-73.918282073813, 40.658252270049]}",,-73.91828207381302,PHONE,BROOKLYN,Unspecified,2019-01-18T14:15:00.000,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,,Closed,EAST   96 STREET,,,41459467,,1006923,179106
