,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
281,ADDRESS,NYPD,New York City Police Department,1002550001,MANHATTAN,,,,NEW YORK,2019-01-27T05:51:44.000,03 MANHATTAN,Noise - Residential,2019-01-27T00:45:13.000,MADISON STREET,CHERRY STREET,Loud Music/Party,2019-01-27T08:45:13.000,Precinct,54 RUTGERS STREET,10002,,,40.71199877267997,"{'type': 'Point', 'coordinates': [-73.98987125977, 40.71199877268]}",Residential Building/House,-73.98987125976987,ONLINE,MANHATTAN,Unspecified,2019-01-27T05:51:44.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,RUTGERS STREET,,41527708,987058,198677
282,ADDRESS,HPD,Department of Housing Preservation and Development,4013120010,QUEENS,,,,Woodside,2019-01-28T22:27:15.000,04 QUEENS,HEAT/HOT WATER,2019-01-27T00:45:41.000,,,ENTIRE BUILDING,,N/A,72-10 41 AVENUE,11377,,,40.74499909172425,"{'type': 'Point', 'coordinates': [-73.892967575125, 40.744999091724]}",RESIDENTIAL BUILDING,-73.89296757512533,PHONE,QUEENS,Unspecified,2019-01-28T22:27:15.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,41 AVENUE,,41547754,1013908,210718
283,ADDRESS,NYPD,New York City Police Department,3031860004,BROOKLYN,,,,BROOKLYN,2019-01-27T03:04:43.000,04 BROOKLYN,Noise - Commercial,2019-01-27T00:45:57.000,TROUTMAN STREET,STARR STREET,Loud Music/Party,2019-01-27T08:45:57.000,Precinct,101 WILSON AVENUE,11237,,,40.70150486996867,"{'type': 'Point', 'coordinates': [-73.927119164228, 40.701504869969]}",Club/Bar/Restaurant,-73.92711916422766,ONLINE,BROOKLYN,Unspecified,2019-01-27T03:04:43.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WILSON AVENUE,,41526538,1004458,194862
284,ADDRESS,NYPD,New York City Police Department,2031420009,BRONX,,,,BRONX,2019-01-27T07:38:44.000,05 BRONX,Noise - Residential,2019-01-27T00:46:36.000,EAST BURNSIDE AVENUE,EAST 180 STREET,Loud Music/Party,2019-01-27T08:46:36.000,Precinct,2030 VALENTINE AVENUE,10457,,,40.8514023831505,"{'type': 'Point', 'coordinates': [-73.90033654553, 40.851402383151]}",Residential Building/House,-73.9003365455301,PHONE,BRONX,Unspecified,2019-01-27T07:38:44.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,VALENTINE AVENUE,,41527828,1011822,249482
285,ADDRESS,NYPD,New York City Police Department,3064020037,BROOKLYN,,,,BROOKLYN,2019-01-27T03:03:42.000,11 BROOKLYN,Noise - Commercial,2019-01-27T00:46:49.000,BENSON AVENUE,BATH AVENUE,Loud Music/Party,2019-01-27T08:46:49.000,Precinct,8732 18 AVENUE,11214,,,40.60463428110638,"{'type': 'Point', 'coordinates': [-74.005409153373, 40.604634281106]}",Club/Bar/Restaurant,-74.0054091533735,ONLINE,BROOKLYN,Unspecified,2019-01-27T03:03:42.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,18 AVENUE,,41530414,982748,159561
286,ADDRESS,HPD,Department of Housing Preservation and Development,2031680049,BRONX,,,,BRONX,2019-01-29T16:01:16.000,07 BRONX,HEAT/HOT WATER,2019-01-27T00:46:55.000,,,ENTIRE BUILDING,,N/A,2625 GRAND CONCOURSE,10468,,,40.865154176445884,"{'type': 'Point', 'coordinates': [-73.895088051806, 40.865154176446]}",RESIDENTIAL BUILDING,-73.89508805180566,MOBILE,BRONX,Unspecified,2019-01-29T16:01:16.000,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,GRAND CONCOURSE,,41554595,1013268,254494
287,INTERSECTION,DOT,Department of Transportation,,MANHATTAN,,,,NEW YORK,2019-01-29T01:20:00.000,03 MANHATTAN,Street Condition,2019-01-27T00:46:58.000,,,Pothole,,N/A,,10002,DELANCEY ST NORTH,BARUCH DRIVE,40.71535671160534,"{'type': 'Point', 'coordinates': [-73.978038861236, 40.715356711605]}",,-73.97803886123597,UNKNOWN,MANHATTAN,Unspecified,2019-01-29T01:20:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,41543557,990338,199901
288,ADDRESS,NYPD,New York City Police Department,1004350055,MANHATTAN,,,,NEW YORK,2019-01-27T01:39:56.000,03 MANHATTAN,Noise - Residential,2019-01-27T00:47:03.000,1 AVENUE,AVENUE A,Loud Music/Party,2019-01-27T08:47:03.000,Precinct,97 EAST 7 STREET,10009,,,40.72676232857961,"{'type': 'Point', 'coordinates': [-73.985207608583, 40.72676232858]}",Residential Building/House,-73.9852076085835,ONLINE,MANHATTAN,Unspecified,2019-01-27T01:39:56.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,,Closed,EAST 7 STREET,,41528266,988350,204056
289,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,,,,NEW YORK,2019-01-27T03:20:06.000,03 MANHATTAN,Noise - Street/Sidewalk,2019-01-27T00:47:09.000,,,Loud Music/Party,2019-01-27T08:47:09.000,Precinct,,10013,MOTT STREET,BAYARD STREET,40.71563327246841,"{'type': 'Point', 'coordinates': [-73.998492149475, 40.715633272468]}",Street/Sidewalk,-73.99849214947479,PHONE,MANHATTAN,Unspecified,2019-01-27T03:20:06.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,,,41525576,984668,200001
290,ADDRESS,NYPD,New York City Police Department,,BRONX,,,,BRONX,2019-01-27T07:37:43.000,06 BRONX,Noise - Commercial,2019-01-27T00:47:23.000,HOFFMAN STREET,HUGHES AVENUE,Loud Music/Party,2019-01-27T08:47:23.000,Precinct,598 EAST 191 STREET,10458,,,40.85898778889031,"{'type': 'Point', 'coordinates': [-73.884588752723, 40.85898778889]}",Club/Bar/Restaurant,-73.88458875272292,PHONE,BRONX,Unspecified,2019-01-27T07:37:43.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,EAST 191 STREET,,41529143,1016175,252251
291,ADDRESS,NYPD,New York City Police Department,1006160027,MANHATTAN,,,,NEW YORK,2019-01-27T01:28:43.000,02 MANHATTAN,Noise - Residential,2019-01-27T00:47:24.000,GREENWICH AVENUE,WEST 4 STREET,Loud Music/Party,2019-01-27T08:47:24.000,Precinct,1 JANE STREET,10014,,,40.738137518150225,"{'type': 'Point', 'coordinates': [-74.002305841904, 40.73813751815]}",Residential Building/House,-74.00230584190442,ONLINE,MANHATTAN,Unspecified,2019-01-27T01:28:43.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,JANE STREET,,41529997,983611,208200
292,ADDRESS,NYPD,New York City Police Department,2039720036,BRONX,,,,BRONX,2019-01-27T03:06:47.000,10 BRONX,Noise - Residential,2019-01-27T00:47:38.000,LYON AVENUE,FRISBY AVENUE,Banging/Pounding,2019-01-27T08:47:38.000,Precinct,1499 ZEREGA AVENUE,10462,,,40.83798463157545,"{'type': 'Point', 'coordinates': [-73.848446073176, 40.837984631575]}",Residential Building/House,-73.84844607317555,PHONE,BRONX,Unspecified,2019-01-27T03:06:47.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,ZEREGA AVENUE,,41525270,1026186,244614
293,ADDRESS,HPD,Department of Housing Preservation and Development,1021570072,MANHATTAN,,,,NEW YORK,2019-02-03T17:56:59.000,12 MANHATTAN,PAINT/PLASTER,2019-01-27T00:47:42.000,,,CEILING,,N/A,1530 ST NICHOLAS AVENUE,10033,,,40.85274512984989,"{'type': 'Point', 'coordinates': [-73.931215220276, 40.85274512985]}",RESIDENTIAL BUILDING,-73.93121522027636,ONLINE,MANHATTAN,Unspecified,2019-02-03T17:56:59.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,ST NICHOLAS AVENUE,,41601567,1003279,249963
294,ADDRESS,HPD,Department of Housing Preservation and Development,1021570072,MANHATTAN,,,,NEW YORK,2019-02-03T17:57:00.000,12 MANHATTAN,UNSANITARY CONDITION,2019-01-27T00:47:43.000,,,PESTS,,N/A,1530 ST NICHOLAS AVENUE,10033,,,40.85274512984989,"{'type': 'Point', 'coordinates': [-73.931215220276, 40.85274512985]}",RESIDENTIAL BUILDING,-73.93121522027636,ONLINE,MANHATTAN,Unspecified,2019-02-03T17:57:00.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,ST NICHOLAS AVENUE,,41595422,1003279,249963
295,ADDRESS,NYPD,New York City Police Department,2048190020,BRONX,,,,BRONX,2019-01-27T11:32:10.000,12 BRONX,Noise - Residential,2019-01-27T00:47:48.000,EAST 222 STREET,EAST 223 STREET,Loud Music/Party,2019-01-27T08:47:48.000,Precinct,3905 CARPENTER AVENUE,10466,,,40.88681351939431,"{'type': 'Point', 'coordinates': [-73.864403271975, 40.886813519394]}",Residential Building/House,-73.86440327197539,MOBILE,BRONX,Unspecified,2019-01-27T11:32:10.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,CARPENTER AVENUE,,41526492,1021743,262397
296,ADDRESS,NYPD,New York City Police Department,4102380053,QUEENS,,,,JAMAICA,2019-01-27T02:15:40.000,12 QUEENS,Noise - Residential,2019-01-27T00:47:52.000,169 STREET,170 STREET,Loud Music/Party,2019-01-27T08:47:52.000,Precinct,169-03 107 AVENUE,11433,,,40.699901676516276,"{'type': 'Point', 'coordinates': [-73.787457462073, 40.699901676516]}",Residential Building/House,-73.78745746207326,PHONE,QUEENS,Unspecified,2019-01-27T02:15:40.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,107 AVENUE,,41530436,1043184,194341
297,ADDRESS,NYPD,New York City Police Department,1010420051,MANHATTAN,,,,NEW YORK,2019-01-27T05:09:26.000,04 MANHATTAN,Noise - Commercial,2019-01-27T00:48:18.000,8 AVENUE,9 AVENUE,Car/Truck Music,2019-01-27T08:48:18.000,Precinct,348 WEST 52 STREET,10019,,,40.7642860121859,"{'type': 'Point', 'coordinates': [-73.986982581574, 40.764286012186]}",Store/Commercial,-73.98698258157377,ONLINE,MANHATTAN,Unspecified,2019-01-27T05:09:26.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,Closed,WEST 52 STREET,,41531212,987856,217727
298,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,,Rosedale,2019-01-28T00:00:00.000,13 QUEENS,Street Condition,2019-01-27T00:48:30.000,,,Pothole,,N/A,,11422,149 AVENUE,BROOKVILLE BOULEVARD,40.652564629491025,"{'type': 'Point', 'coordinates': [-73.746549030245, 40.652564629491]}",,-73.74654903024499,UNKNOWN,QUEENS,Unspecified,2019-01-28T00:00:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,41541897,1054577,177125
299,ADDRESS,NYPD,New York City Police Department,1021710052,MANHATTAN,,,,NEW YORK,2019-01-27T02:25:57.000,12 MANHATTAN,Noise - Residential,2019-01-27T00:49:03.000,BEND,BEND,Loud Music/Party,2019-01-27T08:49:03.000,Precinct,34 HILLSIDE AVENUE,10040,,,40.85844745053305,"{'type': 'Point', 'coordinates': [-73.929278888669, 40.858447450533]}",Residential Building/House,-73.92927888866892,MOBILE,MANHATTAN,Unspecified,2019-01-27T02:25:57.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,HILLSIDE AVENUE,,41531421,1003813,252041
300,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,,Rosedale,2019-01-29T10:35:00.000,13 QUEENS,Street Condition,2019-01-27T00:49:12.000,,,Pothole,,N/A,,11422,148 DRIVE,BROOKVILLE BOULEVARD,40.65331374531082,"{'type': 'Point', 'coordinates': [-73.746452481802, 40.653313745311]}",,-73.74645248180232,UNKNOWN,QUEENS,Unspecified,2019-01-29T10:35:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,,,41554924,1054603,177398
301,ADDRESS,NYPD,New York City Police Department,1005670027,MANHATTAN,,,,NEW YORK,2019-01-27T01:52:11.000,02 MANHATTAN,Noise - Street/Sidewalk,2019-01-27T00:49:37.000,5 AVENUE,UNIVERSITY PLACE,Loud Talking,2019-01-27T08:49:37.000,Precinct,15 EAST 9 STREET,10003,,,40.73247500689774,"{'type': 'Point', 'coordinates': [-73.995009846069, 40.732475006898]}",Street/Sidewalk,-73.9950098460694,ONLINE,MANHATTAN,Unspecified,2019-01-27T01:52:11.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,EAST 9 STREET,,41527457,985633,206137
302,ADDRESS,NYPD,New York City Police Department,3037600001,BROOKLYN,,,,BROOKLYN,2019-01-27T03:06:47.000,16 BROOKLYN,Noise - Residential,2019-01-27T00:50:02.000,MOTHER GASTON BOULEVARD,CHRISTOPHER AVENUE,Loud Music/Party,2019-01-27T08:50:02.000,Precinct,366 SUTTER AVENUE,11212,,,40.667802684179335,"{'type': 'Point', 'coordinates': [-73.905664691962, 40.667802684179]}",Residential Building/House,-73.90566469196226,MOBILE,BROOKLYN,Unspecified,2019-01-27T03:06:47.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,SUTTER AVENUE,,41529125,1010420,182589
303,ADDRESS,NYPD,New York City Police Department,1007530031,MANHATTAN,,,,NEW YORK,2019-01-27T05:43:43.000,04 MANHATTAN,Noise - Residential,2019-01-27T00:50:26.000,8 AVENUE,9 AVENUE,Loud Music/Party,2019-01-27T08:50:26.000,Precinct,309 WEST 29 STREET,10001,,,40.74930587115211,"{'type': 'Point', 'coordinates': [-73.996333132818, 40.749305871152]}",Residential Building/House,-73.99633313281797,ONLINE,MANHATTAN,Unspecified,2019-01-27T05:43:43.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,WEST 29 STREET,,41525917,985266,212269
304,ADDRESS,NYPD,New York City Police Department,4091520037,QUEENS,,,,OZONE PARK,2019-01-27T02:30:06.000,10 QUEENS,Noise - Residential,2019-01-27T00:50:34.000,89 STREET,90 STREET,Loud Music/Party,2019-01-27T08:50:34.000,Precinct,89-13 SUTTER AVENUE,11417,,,40.6762823088213,"{'type': 'Point', 'coordinates': [-73.847703145486, 40.676282308821]}",Residential Building/House,-73.8477031454861,MOBILE,QUEENS,Unspecified,2019-01-27T02:30:06.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,SUTTER AVENUE,,41530418,1026494,185701
305,ADDRESS,NYPD,New York City Police Department,2030100021,BRONX,,,,BRONX,2019-01-27T07:19:34.000,03 BRONX,Noise - Residential,2019-01-27T00:50:36.000,EAST 173 STREET,EAST 174 STREET,Loud Music/Party,2019-01-27T08:50:36.000,Precinct,1712 LONGFELLOW AVENUE,10460,,,40.83537794345686,"{'type': 'Point', 'coordinates': [-73.884720053639, 40.835377943457]}",Residential Building/House,-73.88472005363937,ONLINE,BRONX,Unspecified,2019-01-27T07:19:34.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,Closed,LONGFELLOW AVENUE,,41525096,1016150,243649
306,ADDRESS,NYPD,New York City Police Department,4089440045,QUEENS,,,,WOODHAVEN,2019-01-27T06:22:58.000,09 QUEENS,Blocked Driveway,2019-01-27T00:50:52.000,ELDERT LANE,75 STREET,No Access,2019-01-27T08:50:52.000,Precinct,74-11 ROCKAWAY BOULEVARD,11421,,,40.68650251975336,"{'type': 'Point', 'coordinates': [-73.866519725583, 40.686502519753]}",Street/Sidewalk,-73.86651972558292,MOBILE,QUEENS,Unspecified,2019-01-27T06:22:59.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,ROCKAWAY BOULEVARD,,41527458,1021269,189416
307,INTERSECTION,DEP,Department of Environmental Protection,,STATEN ISLAND,,,,STATEN ISLAND,2019-02-18T10:30:00.000,02 STATEN ISLAND,Water System,2019-01-27T00:51:00.000,,,Hydrant Leaking (WC1),,N/A,,10314,LEONA STREET,MORANI STREET,40.60953904273943,"{'type': 'Point', 'coordinates': [-74.159095624172, 40.609539042739]}",,-74.15909562417178,PHONE,STATEN ISLAND,Unspecified,2019-02-18T10:30:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,,,41533237,940076,161388
308,ADDRESS,NYPD,New York City Police Department,2043400001,BRONX,,,,BRONX,2019-01-27T06:26:01.000,11 BRONX,Noise - Residential,2019-01-27T00:51:01.000,THWAITES PLACE,WARING AVENUE,Loud Music/Party,2019-01-27T08:51:01.000,Precinct,2260 BRONX PARK EAST,10467,,,40.859272377172665,"{'type': 'Point', 'coordinates': [-73.870829217735, 40.859272377173]}",Residential Building/House,-73.87082921773529,ONLINE,BRONX,Unspecified,2019-01-27T06:26:01.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,BRONX PARK EAST,,41529932,1019981,252360
309,ADDRESS,NYPD,New York City Police Department,1019840001,MANHATTAN,,,,NEW YORK,2019-01-27T02:21:50.000,09 MANHATTAN,Noise - Residential,2019-01-27T00:51:09.000,WEST 131 STREET,WEST 133 STREET,Loud Music/Party,2019-01-27T08:51:09.000,Precinct,95 OLD BROADWAY,10027,,,40.818146195271034,"{'type': 'Point', 'coordinates': [-73.95537401757, 40.818146195271]}",Residential Building/House,-73.95537401756984,PHONE,MANHATTAN,Unspecified,2019-01-27T02:21:50.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,OLD BROADWAY,,41525888,996602,237353
310,ADDRESS,NYPD,New York City Police Department,1018150038,MANHATTAN,,,,NEW YORK,2019-01-27T01:36:54.000,11 MANHATTAN,Noise - Residential,2019-01-27T00:51:27.000,PLEASANT AVENUE,DEAD END,Loud Music/Party,2019-01-27T08:51:27.000,Precinct,524 EAST 119 STREET,10035,,,40.796711678964975,"{'type': 'Point', 'coordinates': [-73.93111420369, 40.796711678965]}",Residential Building/House,-73.9311142036903,PHONE,MANHATTAN,Unspecified,2019-01-27T01:36:54.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST 119 STREET,,41531447,1003323,229548
311,ADDRESS,NYPD,New York City Police Department,3012630009,BROOKLYN,,,,BROOKLYN,2019-01-27T03:13:59.000,08 BROOKLYN,Noise - Residential,2019-01-27T00:51:52.000,NEW YORK AVENUE,BROOKLYN AVENUE,Loud Music/Party,2019-01-27T08:51:52.000,Precinct,876 LINCOLN PLACE,11213,,,40.67062614359392,"{'type': 'Point', 'coordinates': [-73.94713467051, 40.670626143594]}",Residential Building/House,-73.94713467051018,PHONE,BROOKLYN,Unspecified,2019-01-27T03:13:59.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,Closed,LINCOLN PLACE,,41524914,998915,183608
